ts,fuid,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,source,depth,analyzers,duration,local_orig,is_orig,seen_bytes,missing_bytes,overflow_bytes,timedout,total_bytes,mime_type,filename,podejrzany_typ
1428917486.782885,FlXNWY15eTjSyeTv7a,CC3Md8411wDiOUeJca,192.168.0.54,53135,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],0.0016438961029050002,False,False,1363,0,0,False,1363.0,application/ocsp-response,,Nie
1428917486.861996,FEDcUP1IBO18ALlZl5,CZfRCX2wdpCQE6kM9b,192.168.0.54,53136,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],0.001085996627807,False,False,1363,0,0,False,1363.0,application/ocsp-response,,Nie
1428917486.909482,FWIliq3pwqjcd4pPxd,CTBT0k1AwemWOKPlnb,192.168.0.54,53138,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],9.059906005e-06,False,False,1389,0,0,False,1389.0,application/ocsp-response,,Nie
1428917486.909699,FZanReWb3OzWTXGid,Ce32Vo1W6gnkoRuRsh,192.168.0.54,53137,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],1.0013580322e-05,False,False,1363,0,0,False,1363.0,application/ocsp-response,,Nie
1428917486.974441,FCzVzh41J6cuWnUBj9,ClZO0c36XyF0MLVKa5,192.168.0.54,53140,188.121.36.239,80,HTTP,0,['OCSP_REPLY'],1.1920928955000001e-05,False,False,1707,0,0,False,1707.0,application/ocsp-response,,Nie
1428917486.980132,FVaHAm3LtFU86CcYyg,CKXvtZ2dw9KZLNybn1,192.168.0.54,53139,178.255.83.2,80,HTTP,0,[],0.0027039051055900002,False,False,3878,0,0,False,3878.0,,,Nie
1428917487.092166,FVptqD4XowunVWejn,CArRU32y8AhZqykqqd,192.168.0.54,53141,188.121.36.239,80,HTTP,0,['OCSP_REPLY'],8.106231689000001e-06,False,False,1808,0,0,False,1808.0,application/ocsp-response,,Nie
1428917487.157793,F44LaseV5XM1cF1ef,C3JXHo1AI9LEi0fuUj,192.168.0.54,53121,37.252.162.13,80,HTTP,0,[],0.001652956008911,False,False,1476,0,0,False,1476.0,text/plain,,Nie
1428917487.16007,FXr0Wa1x1XHyvNdbsd,CRZF3K1AieMuyXbBvc,192.168.0.54,53142,178.255.83.1,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,472,0,0,False,472.0,application/ocsp-response,,Nie
1428917487.296233,FYBsQspEe9P3VN9e4,CiheyN3nQ4oz4boVgi,192.168.0.54,53114,37.252.163.102,80,HTTP,0,[],0.000231027603149,False,False,3445,0,0,False,3445.0,application/javascript,,Nie
1428917487.443359,FEFgGUG4mKrve2qL7,CbzS2s1hBfZ4mjlKe9,192.168.0.54,53143,69.172.216.56,80,HTTP,0,[],0.11264801025390601,False,False,53332,4200,0,False,57532.0,text/plain,,Nie
1428917487.786321,Fn0Ie91UNyagnkSYhc,Cw34py3NbeFYOuAbkh,192.168.0.54,53146,69.172.216.111,80,HTTP,0,[],0.0,False,False,43,0,0,False,43.0,image/gif,,Nie
1428917487.821175,FQLr241mmuM4BaqHj6,CTXUvxuHVatZgGpa,192.168.0.54,53147,216.58.209.134,80,HTTP,0,[],0.00024199485778800001,False,False,1268,1400,0,False,,text/plain,f.txt,Nie
1428917488.101471,FjxP2D1vnjZchxzme1,C7GvozlOZfSK6Axxj,192.168.0.54,53151,213.155.151.152,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,463,0,0,False,463.0,application/ocsp-response,,Nie
1428917488.103359,F7sIOK1xNIpI62rLA5,CthwkvvxFszBlIh0c,192.168.0.54,53150,213.155.151.154,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,463,0,0,False,463.0,application/ocsp-response,,Nie
1428917488.305764,FrKH411vQuOV4xOW13,CQAeG5IR2g4HMjuaa,192.168.0.54,53152,80.239.254.90,80,HTTP,0,[],0.0016520023345940001,False,False,5586,0,0,False,,text/plain,,Nie
1428917488.394336,Fx2cXn1TXDYa3fJfz3,CTXUvxuHVatZgGpa,192.168.0.54,53147,216.58.209.134,80,HTTP,0,[],0.0,False,False,42,0,0,False,42.0,image/gif,,Nie
1428917488.416164,Foee5L107MYuxvp1o5,C2PhEn1OpMPkvifMz4,192.168.0.54,53116,62.210.86.88,80,HTTP,0,[],0.0,False,False,73,0,0,False,73.0,application/javascript,,Nie
1428917488.478081,FZNYho1kivn7HEfX88,CiheyN3nQ4oz4boVgi,192.168.0.54,53114,37.252.163.102,80,HTTP,0,[],0.0,False,False,43,0,0,False,43.0,image/gif,,Nie
1428917488.518713,FpVh2G3mSyx3VuoTkc,CYCrpCyLGodGHlZjd,192.168.0.54,53133,80.239.217.186,80,HTTP,0,['OCSP_REPLY'],1.0013580322e-05,False,False,1770,0,0,False,1770.0,application/ocsp-response,,Nie
1428917488.518965,FjNQ1A3TkoBu9Dw0r8,CHScuZ1TLvSyCziGsa,192.168.0.54,53134,80.239.217.179,80,HTTP,0,['OCSP_REPLY'],1.0013580322e-05,False,False,1770,0,0,False,1770.0,application/ocsp-response,,Nie
1428917488.58622,Fwst541CAuzocfhQHc,C7GvozlOZfSK6Axxj,192.168.0.54,53151,213.155.151.152,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,463,0,0,False,463.0,application/ocsp-response,,Nie
1428917488.571794,FSD7X34oPMdNP3Ixcd,CvlJtt3Avhv1FKwbgb,192.168.0.54,53157,69.172.216.55,80,HTTP,0,[],0.12189602851867601,False,False,53107,4200,0,False,57307.0,text/plain,,Nie
1428917488.813742,FETCtS3kIjfHaFNvPi,CHbnFD12oG5wt9fZA5,192.168.0.54,53158,69.172.216.55,80,HTTP,0,[],0.0,False,False,43,0,0,False,43.0,image/gif,,Nie
1428917488.818545,FH7ttnWPVsUJIK5eb,CaEo5jORFHOPVFQLi,192.168.0.54,53160,69.172.216.111,80,HTTP,0,[],0.0,False,False,43,0,0,False,43.0,image/gif,,Nie
1428917488.891458,Fo991O1nN1NtwbTr5c,CYCrpCyLGodGHlZjd,192.168.0.54,53133,80.239.217.186,80,HTTP,0,['OCSP_REPLY'],1.0967254638000002e-05,False,False,1770,0,0,False,1770.0,application/ocsp-response,,Nie
1428917488.973685,FNIFbO1tRON9rhNw5j,Cu6pvp3Idgz1QRvcf1,192.168.0.54,53123,195.12.232.177,80,HTTP,0,[],0.0,False,False,1182,0,0,False,,text/plain,,Nie
1428917489.026192,FThpID1UBewx8dXLFb,Cu6pvp3Idgz1QRvcf1,192.168.0.54,53123,195.12.232.177,80,HTTP,0,[],0.026744127273559,False,False,51837,0,0,False,,text/plain,,Nie
1428917489.152242,FsxRY4NHL2kgZo9a6,CuahJYObz33hWcjgf,192.168.0.54,53163,178.255.83.1,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,471.0,application/ocsp-response,,Nie
1428917489.320009,FglBAXwZX61Hgkju5,CeerD93kXEelgMEmw9,192.168.0.54,53164,178.255.83.1,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,727,0,0,False,727.0,application/ocsp-response,,Nie
1428917489.493146,FY0S2c2Xa1c4CqJ8Hj,Cg7CVO9dPkYJeRKU2,192.168.0.54,53165,178.255.83.1,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,471.0,application/ocsp-response,,Nie
1428917489.881199,FLGbnA2AhSomQ3xc7,CKlBsdJnpfKgKeSha,192.168.0.54,53173,23.235.43.166,443,SSL,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,,application/ocsp-response,,Nie
1428917489.907878,FPEnPJ1sZou3Jgx3a2,CthwkvvxFszBlIh0c,192.168.0.54,53150,213.155.151.154,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,463,0,0,False,463.0,application/ocsp-response,,Nie
1428917489.969794,FNLeDm1LNJ5njIi8sj,CZfRCX2wdpCQE6kM9b,192.168.0.54,53136,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],9.059906005e-06,False,False,1363,0,0,False,1363.0,application/ocsp-response,,Nie
1428917490.041708,FVIeao32fwDYK2pjs5,CA3D7V76XHcBNLVBh,192.168.0.54,53180,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],0.000222921371459,False,False,1762,0,0,False,1762.0,application/ocsp-response,,Nie
1428917490.041931,FndYnF151osSGfuin2,CtdX9Z3Vza2KzxXMsh,192.168.0.54,53181,93.184.220.29,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,471.0,application/ocsp-response,,Nie
1428917490.042364,FiVC9s3kAHvKCrcvo4,CFW4cHTIlTY7p19I7,192.168.0.54,53179,93.184.220.29,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,471.0,application/ocsp-response,,Nie
1428917490.042365,FtW2ec2OG8ciUvqbLb,CFk3Gh356QTfckZtA2,192.168.0.54,53178,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,1762,0,0,False,1762.0,application/ocsp-response,,Nie
1428917490.079648,F81tslYWNVUf50y1k,CRq3Ky31JYcru9uirf,192.168.0.54,53182,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],0.0017659664154050002,False,False,1347,0,0,False,1347.0,application/ocsp-response,,Nie
1428917490.168182,FCtkuX2An8pXbHLUjd,CPGQ563097jtJE2Chl,192.168.0.54,53183,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],9.059906005e-06,False,False,1609,0,0,False,1609.0,application/ocsp-response,,Nie
1428917490.231761,Fhf4sV2QbgOhMcrQD6,CtdX9Z3Vza2KzxXMsh,192.168.0.54,53181,93.184.220.29,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,471.0,application/ocsp-response,,Nie
1428917490.231774,FMLHXiuGMLqDFimu4,CFW4cHTIlTY7p19I7,192.168.0.54,53179,93.184.220.29,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,471.0,application/ocsp-response,,Nie
1428917490.232448,FVmCMf3KUJ5TOAhTNj,C5tx3eK7HipJbii69,192.168.0.54,53185,188.121.36.239,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,1708,0,0,False,1708.0,application/ocsp-response,,Nie
1428917490.276726,FJSqaPkPPbycNlM45,CtdX9Z3Vza2KzxXMsh,192.168.0.54,53181,93.184.220.29,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,471.0,application/ocsp-response,,Nie
1428917490.299375,F7pzDqzysZZ7U4wm5,CrnVsv1lXG2uHf6eug,192.168.0.54,53186,23.43.139.27,80,HTTP,0,['OCSP_REPLY'],0.0017800331115720002,False,False,1730,0,0,False,1730.0,application/ocsp-response,,Nie
1428917490.359424,FHUV8Z1jf7vN3L0HDg,CYYC3i1AYywsApCYQf,192.168.0.54,53187,188.121.36.239,80,HTTP,0,['OCSP_REPLY'],7.86781311e-06,False,False,1741,0,0,False,1741.0,application/ocsp-response,,Nie
1428917490.510547,FUbxK6B9csWsWYKk6,Cy1gvs2VI6tWrkjtc3,192.168.0.54,53188,188.121.36.239,80,HTTP,0,['OCSP_REPLY'],0.00041508674621500006,False,False,1786,0,0,False,1786.0,application/ocsp-response,,Nie
1428917490.971535,FeBRVO3P4thqed7mH3,CFW4cHTIlTY7p19I7,192.168.0.54,53179,93.184.220.29,80,HTTP,0,['OCSP_REPLY'],0.0,False,False,471,0,0,False,471.0,application/ocsp-response,,Nie
